"( Bay_id , aisle_id , level_id )",Pallet_id,item name
"(4,12,2)",996,Product
"(49,22,7)",997,Product
"(3,21,1)",998,Product
"(19,22,8)",999,Product
"(17,17,5)",1000,Product
"(2,20,10)",1001,Product
"(20,1,2)",1002,Product
"(54,20,6)",1003,Product
"(20,13,1)",1004,Product
"(23,1,5)",1005,Product
"(42,2,10)",1006,Product
"(42,1,6)",1007,Product
"(15,13,1)",1008,Product
"(47,7,5)",1009,Product
"(56,14,1)",1010,Product
"(55,5,1)",1011,Product
"(10,1,2)",1012,Product
"(2,10,7)",1013,Product
"(19,20,10)",1014,Product
"(36,13,3)",1015,Product
"(6,17,1)",1016,Product
"(23,21,7)",1017,Product
"(41,3,8)",1018,Product
"(14,20,3)",1019,Product
"(39,12,6)",1020,Product
"(7,18,8)",1021,Product
"(32,20,1)",1022,Product
"(4,7,1)",1023,Product
"(52,9,10)",1024,Product
"(55,5,4)",1025,Product
"(41,6,8)",1026,Product
"(24,17,10)",1027,Product
"(11,21,6)",1028,Product
"(19,14,6)",1029,Product
"(27,12,9)",1030,Product
"(21,13,2)",1031,Product
"(9,15,3)",1032,Product
"(26,21,6)",1033,Product
"(22,22,1)",1034,Product
"(50,13,8)",1035,Product
"(29,5,2)",1036,Product
"(3,21,2)",1037,Product
"(15,15,5)",1038,Product
"(22,9,4)",1039,Product
"(35,16,1)",1040,Product
"(46,17,9)",1041,Product
"(41,4,2)",1042,Product
"(1,19,9)",1043,Product
"(7,3,2)",1044,Product
"(22,24,10)",1045,Product
"(47,4,1)",1046,Product
"(33,9,7)",1047,Product
"(56,4,5)",1048,Product
"(51,5,4)",1049,Product
"(41,13,6)",1050,Product
"(53,8,1)",1051,Product
"(33,24,1)",1052,Product
"(28,14,6)",1053,Product
"(40,8,8)",1054,Product
"(42,4,5)",1055,Product
"(47,22,6)",1056,Product
"(1,1,3)",1057,Product
"(50,15,10)",1058,Product
"(29,3,2)",1059,Product
"(1,9,5)",1060,Product
"(15,8,1)",1061,Product
"(41,12,8)",1062,Product
"(56,12,7)",1063,Product
"(11,14,1)",1064,Product
"(45,24,7)",1065,Product
"(44,17,7)",1066,Product
"(10,24,10)",1067,Product
"(42,17,5)",1068,Product
"(14,21,3)",1069,Product
"(4,23,3)",1070,Product
"(11,19,5)",1071,Product
"(24,1,8)",1072,Product
"(47,16,8)",1073,Product
"(36,21,6)",1074,Product
"(12,9,6)",1075,Product
"(30,7,3)",1076,Product
"(47,20,10)",1077,Product
"(45,13,7)",1078,Product
"(8,20,9)",1079,Product
"(10,13,7)",1080,Product
"(50,16,4)",1081,Product
"(33,12,1)",1082,Product
"(36,2,8)",1083,Product
"(34,8,7)",1084,Product
"(46,9,3)",1085,Product
"(48,9,6)",1086,Product
"(51,7,2)",1087,Product
"(19,5,8)",1088,Product
"(23,16,3)",1089,Product
"(32,16,8)",1090,Product
"(44,10,1)",1091,Product
"(48,13,2)",1092,Product
"(24,20,3)",1093,Product
"(12,19,10)",1094,Product
"(30,22,4)",1095,Product
"(56,12,2)",1096,Product
"(17,5,4)",1097,Product
"(11,16,6)",1098,Product
"(34,9,6)",1099,Product
"(27,9,8)",1100,Product
"(50,4,8)",1101,Product
"(24,11,6)",1102,Product
"(5,1,7)",1103,Product
"(33,20,4)",1104,Product
"(21,12,10)",1105,Product
"(28,14,7)",1106,Product
"(54,17,4)",1107,Product
"(26,17,6)",1108,Product
"(39,18,4)",1109,Product
"(43,13,8)",1110,Product
"(20,24,3)",1111,Product
"(39,14,6)",1112,Product
"(24,12,5)",1113,Product
"(12,1,9)",1114,Product
"(44,9,6)",1115,Product
"(42,9,2)",1116,Product
"(3,17,2)",1117,Product
"(37,21,3)",1118,Product
"(28,20,3)",1119,Product
"(1,19,7)",1120,Product
"(26,23,3)",1121,Product
"(42,12,4)",1122,Product
"(48,21,9)",1123,Product
"(16,23,1)",1124,Product
"(20,10,4)",1125,Product
"(7,9,7)",1126,Product
"(7,5,3)",1127,Product
"(46,20,1)",1128,Product
"(45,9,8)",1129,Product
"(7,16,5)",1130,Product
"(12,24,9)",1131,Product
"(50,4,7)",1132,Product
"(26,19,2)",1133,Product
"(26,19,4)",1134,Product
"(17,12,5)",1135,Product
"(20,24,1)",1136,Product
"(50,9,1)",1137,Product
"(6,20,4)",1138,Product
"(46,1,4)",1139,Product
"(34,24,8)",1140,Product
"(45,18,2)",1141,Product
"(30,1,3)",1142,Product
"(50,15,4)",1143,Product
"(50,4,6)",1144,Product
"(29,18,8)",1145,Product
"(25,24,3)",1146,Product
"(8,24,2)",1147,Product
"(23,7,10)",1148,Product
"(37,21,6)",1149,Product
"(31,3,7)",1150,Product
"(50,5,3)",1151,Product
"(33,16,2)",1152,Product
"(36,21,2)",1153,Product
"(45,21,10)",1154,Product
"(41,10,9)",1155,Product
"(19,10,4)",1156,Product
"(32,22,3)",1157,Product
"(21,24,6)",1158,Product
"(44,20,9)",1159,Product
"(29,11,10)",1160,Product
"(13,24,9)",1161,Product
"(55,12,10)",1162,Product
"(27,16,10)",1163,Product
"(14,13,7)",1164,Product
"(12,16,4)",1165,Product
"(10,21,3)",1166,Product
"(18,23,3)",1167,Product
"(20,12,5)",1168,Product
"(45,21,2)",1169,Product
"(25,17,1)",1170,Product
"(50,16,10)",1171,Product
"(46,21,1)",1172,Product
"(14,8,4)",1173,Product
"(8,12,3)",1174,Product
"(1,11,8)",1175,Product
"(3,5,5)",1176,Product
"(26,16,6)",1177,Product
"(5,13,4)",1178,Product
"(36,16,7)",1179,Product
"(19,12,3)",1180,Product
"(41,9,10)",1181,Product
"(40,7,5)",1182,Product
"(15,14,1)",1183,Product
"(38,10,6)",1184,Product
"(11,11,7)",1185,Product
"(51,23,7)",1186,Product
"(29,16,6)",1187,Product
"(24,4,8)",1188,Product
"(35,23,4)",1189,Product
"(41,13,3)",1190,Product
"(38,20,8)",1191,Product
"(32,21,3)",1192,Product
"(13,16,8)",1193,Product
"(4,19,5)",1194,Product
"(52,20,5)",1195,Product
"(50,8,8)",1196,Product
"(54,12,6)",1197,Product
"(30,4,2)",1198,Product
"(38,8,8)",1199,Product
"(14,17,2)",1200,Product
"(42,17,6)",1201,Product
"(32,13,8)",1202,Product
"(30,7,7)",1203,Product
"(28,21,9)",1204,Product
"(38,3,9)",1205,Product
"(13,16,5)",1206,Product
"(9,9,5)",1207,Product
"(35,9,5)",1208,Product
"(39,16,8)",1209,Product
"(30,18,5)",1210,Product
"(43,22,7)",1211,Product
"(48,19,7)",1212,Product
"(29,16,7)",1213,Product
"(23,17,3)",1214,Product
"(43,13,5)",1215,Product
"(52,3,8)",1216,Product
"(56,5,4)",1217,Product
"(20,5,2)",1218,Product
"(36,1,1)",1219,Product
"(45,8,1)",1220,Product
"(26,3,9)",1221,Product
"(22,23,10)",1222,Product
"(8,6,4)",1223,Product
"(35,8,4)",1224,Product
"(45,8,6)",1225,Product
"(30,20,10)",1226,Product
"(40,21,8)",1227,Product
"(18,5,1)",1228,Product
"(29,12,1)",1229,Product
"(2,2,8)",1230,Product
"(56,1,8)",1231,Product
"(34,20,7)",1232,Product
"(5,17,9)",1233,Product
"(10,24,3)",1234,Product
"(11,17,6)",1235,Product
"(36,20,8)",1236,Product
"(53,4,1)",1237,Product
"(56,8,1)",1238,Product
"(27,20,9)",1239,Product
"(27,2,5)",1240,Product
"(31,24,9)",1241,Product
"(7,10,1)",1242,Product
"(51,18,1)",1243,Product
"(11,17,1)",1244,Product
"(30,20,7)",1245,Product
"(51,3,6)",1246,Product
"(33,9,2)",1247,Product
"(26,17,9)",1248,Product
"(16,23,2)",1249,Product
"(41,14,6)",1250,Product
"(13,1,4)",1251,Product
"(53,20,2)",1252,Product
"(37,16,4)",1253,Product
"(3,10,3)",1254,Product
"(42,21,4)",1255,Product
"(50,9,10)",1256,Product
"(19,16,7)",1257,Product
"(4,21,3)",1258,Product
"(23,11,7)",1259,Product
"(14,9,8)",1260,Product
"(49,6,9)",1261,Product
"(31,21,2)",1262,Product
"(18,2,10)",1263,Product
"(14,16,9)",1264,Product
"(38,12,4)",1265,Product
"(52,19,4)",1266,Product
"(16,8,5)",1267,Product
"(20,15,10)",1268,Product
"(55,16,7)",1269,Product
"(33,20,6)",1270,Product
"(15,10,4)",1271,Product
"(44,12,4)",1272,Product
"(8,9,7)",1273,Product
"(23,5,6)",1274,Product
"(33,1,9)",1275,Product
"(40,17,1)",1276,Product
"(9,16,3)",1277,Product
"(51,10,2)",1278,Product
"(55,12,4)",1279,Product
"(19,9,6)",1280,Product
"(7,18,7)",1281,Product
"(47,6,6)",1282,Product
"(32,1,5)",1283,Product
"(34,7,7)",1284,Product
"(8,17,9)",1285,Product
"(36,24,10)",1286,Product
"(35,22,6)",1287,Product
"(7,21,6)",1288,Product
"(13,13,1)",1289,Product
"(33,24,8)",1290,Product
"(3,21,4)",1291,Product
"(29,16,3)",1292,Product
"(52,21,6)",1293,Product
"(56,1,1)",1294,Product
"(36,16,6)",1295,Product
"(13,12,4)",1296,Product
"(6,15,6)",1297,Product
"(41,15,4)",1298,Product
"(20,20,10)",1299,Product
"(56,16,7)",1300,Product
"(12,9,10)",1301,Product
"(16,21,2)",1302,Product
"(6,2,5)",1303,Product
"(15,14,9)",1304,Product
"(31,16,3)",1305,Product
"(26,4,9)",1306,Product
"(31,11,9)",1307,Product
"(43,23,3)",1308,Product
"(32,20,2)",1309,Product
"(42,2,4)",1310,Product
"(33,12,3)",1311,Product
"(55,9,7)",1312,Product
"(8,12,10)",1313,Product
"(26,24,10)",1314,Product
"(9,21,6)",1315,Product
"(16,18,1)",1316,Product
"(36,3,4)",1317,Product
"(38,1,5)",1318,Product
"(7,17,7)",1319,Product
"(4,13,1)",1320,Product
"(22,13,3)",1321,Product
"(44,12,5)",1322,Product
"(18,6,7)",1323,Product
"(40,21,7)",1324,Product
"(19,21,3)",1325,Product
"(2,12,8)",1326,Product
"(15,21,10)",1327,Product
"(15,5,7)",1328,Product
"(49,20,8)",1329,Product
"(49,6,4)",1330,Product
"(9,16,2)",1331,Product
"(11,5,4)",1332,Product
"(30,9,4)",1333,Product
"(32,24,5)",1334,Product
"(48,12,1)",1335,Product
"(10,10,9)",1336,Product
"(47,13,4)",1337,Product
"(23,5,4)",1338,Product
"(23,13,4)",1339,Product
"(31,9,8)",1340,Product
"(41,12,3)",1341,Product
"(5,22,5)",1342,Product
"(39,24,8)",1343,Product
"(44,24,6)",1344,Product
"(33,8,1)",1345,Product
"(11,16,8)",1346,Product
"(42,22,9)",1347,Product
"(3,5,8)",1348,Product
"(8,3,4)",1349,Product
"(40,7,8)",1350,Product
"(1,12,8)",1351,Product
"(46,24,1)",1352,Product
"(40,1,3)",1353,Product
"(2,13,2)",1354,Product
"(46,2,9)",1355,Product
"(5,20,3)",1356,Product
"(16,12,8)",1357,Product
"(11,21,3)",1358,Product
"(9,1,2)",1359,Product
"(47,14,7)",1360,Product
"(12,16,9)",1361,Product
"(41,9,1)",1362,Product
"(36,3,6)",1363,Product
"(55,16,5)",1364,Product
"(10,24,9)",1365,Product
"(26,9,3)",1366,Product
"(4,11,4)",1367,Product
"(33,17,4)",1368,Product
"(37,17,5)",1369,Product
"(25,24,4)",1370,Product
"(1,3,5)",1371,Product
"(32,22,6)",1372,Product
"(46,5,4)",1373,Product
"(3,23,10)",1374,Product
"(47,20,2)",1375,Product
"(5,5,6)",1376,Product
"(34,2,4)",1377,Product
"(49,16,6)",1378,Product
"(7,12,5)",1379,Product
"(51,4,4)",1380,Product
"(52,21,4)",1381,Product
"(23,6,5)",1382,Product
"(3,22,5)",1383,Product
"(45,22,7)",1384,Product
"(5,7,10)",1385,Product
"(18,17,6)",1386,Product
"(15,8,4)",1387,Product
"(47,17,2)",1388,Product
"(24,2,1)",1389,Product
"(53,5,9)",1390,Product
"(51,2,6)",1391,Product
"(26,9,6)",1392,Product
"(6,20,5)",1393,Product
"(30,11,5)",1394,Product
"(36,24,2)",1395,Product
"(36,21,4)",1396,Product
"(6,8,9)",1397,Product
"(47,8,9)",1398,Product
"(6,16,9)",1399,Product
"(26,24,9)",1400,Product
"(42,18,6)",1401,Product
"(14,9,6)",1402,Product
"(40,1,6)",1403,Product
"(26,5,7)",1404,Product
"(15,8,7)",1405,Product
"(8,13,5)",1406,Product
"(3,2,5)",1407,Product
"(49,16,7)",1408,Product
"(48,17,7)",1409,Product
"(15,15,9)",1410,Product
"(44,19,4)",1411,Product
"(36,5,8)",1412,Product
"(49,12,6)",1413,Product
"(38,4,1)",1414,Product
"(52,1,10)",1415,Product
"(42,22,7)",1416,Product
"(19,12,1)",1417,Product
"(45,13,6)",1418,Product
"(43,5,9)",1419,Product
"(9,8,5)",1420,Product
"(9,7,7)",1421,Product
"(32,14,3)",1422,Product
"(44,13,2)",1423,Product
"(45,13,3)",1424,Product
"(42,14,2)",1425,Product
"(28,11,5)",1426,Product
"(21,10,7)",1427,Product
"(26,3,5)",1428,Product
"(14,2,6)",1429,Product
"(40,5,6)",1430,Product
"(12,21,3)",1431,Product
"(15,5,3)",1432,Product
"(8,5,10)",1433,Product
"(53,24,9)",1434,Product
"(7,4,1)",1435,Product
"(50,1,3)",1436,Product
"(43,4,5)",1437,Product
"(27,20,4)",1438,Product
"(3,12,6)",1439,Product
"(1,18,2)",1440,Product
"(30,6,6)",1441,Product
"(50,20,3)",1442,Product
"(32,14,2)",1443,Product
"(18,14,8)",1444,Product
"(38,5,4)",1445,Product
"(20,19,1)",1446,Product
"(6,17,2)",1447,Product
"(28,17,8)",1448,Product
"(41,4,8)",1449,Product
"(31,17,2)",1450,Product
"(20,5,4)",1451,Product
"(3,24,8)",1452,Product
"(12,15,7)",1453,Product
"(1,24,7)",1454,Product
"(14,13,2)",1455,Product
"(1,24,4)",1456,Product
"(16,20,10)",1457,Product
"(19,9,1)",1458,Product
"(36,12,5)",1459,Product
"(20,8,6)",1460,Product
"(17,5,6)",1461,Product
"(33,11,7)",1462,Product
"(50,3,1)",1463,Product
"(41,8,4)",1464,Product
"(39,8,5)",1465,Product
"(46,17,10)",1466,Product
"(55,24,10)",1467,Product
"(51,2,10)",1468,Product
"(44,8,6)",1469,Product
"(45,7,7)",1470,Product
"(37,3,8)",1471,Product
"(56,4,10)",1472,Product
"(40,16,7)",1473,Product
"(47,20,7)",1474,Product
"(35,22,3)",1475,Product
"(8,17,3)",1476,Product
"(4,21,5)",1477,Product
"(34,10,10)",1478,Product
"(54,17,7)",1479,Product
"(39,15,10)",1480,Product
"(45,8,7)",1481,Product
"(32,21,6)",1482,Product
"(32,16,1)",1483,Product
"(16,24,8)",1484,Product
"(53,9,3)",1485,Product
"(39,3,9)",1486,Product
"(31,18,2)",1487,Product
"(24,4,10)",1488,Product
"(8,21,2)",1489,Product
"(28,6,3)",1490,Product
"(26,13,5)",1491,Product
"(51,1,10)",1492,Product
"(1,13,7)",1493,Product
"(51,21,5)",1494,Product
"(24,24,4)",1495,Product
"(46,20,7)",1496,Product
"(20,16,9)",1497,Product
"(41,9,4)",1498,Product
"(30,21,3)",1499,Product
"(12,6,9)",1500,Product
"(8,18,4)",1501,Product
"(17,11,2)",1502,Product
"(55,19,3)",1503,Product
"(30,17,6)",1504,Product
"(4,1,3)",1505,Product
"(10,13,3)",1506,Product
"(41,11,6)",1507,Product
"(15,13,6)",1508,Product
"(38,22,3)",1509,Product
"(56,5,9)",1510,Product
"(48,14,5)",1511,Product
"(34,23,3)",1512,Product
"(33,19,4)",1513,Product
"(23,11,9)",1514,Product
"(36,20,1)",1515,Product
"(41,5,3)",1516,Product
"(10,14,3)",1517,Product
"(26,19,1)",1518,Product
"(14,16,7)",1519,Product
"(50,3,4)",1520,Product
"(10,17,6)",1521,Product
"(42,19,2)",1522,Product
"(33,21,4)",1523,Product
"(22,4,1)",1524,Product
"(11,1,2)",1525,Product
"(53,20,10)",1526,Product
"(56,3,5)",1527,Product
"(32,22,4)",1528,Product
"(15,9,4)",1529,Product
"(14,13,5)",1530,Product
"(36,20,3)",1531,Product
"(50,7,4)",1532,Product
"(35,13,10)",1533,Product
"(26,11,4)",1534,Product
"(33,24,4)",1535,Product
"(8,5,9)",1536,Product
"(50,20,10)",1537,Product
"(42,7,2)",1538,Product
"(48,17,5)",1539,Product
"(55,23,1)",1540,Product
"(51,19,4)",1541,Product
"(34,5,10)",1542,Product
"(27,15,10)",1543,Product
"(39,24,2)",1544,Product
"(54,22,10)",1545,Product
"(52,13,4)",1546,Product
"(51,3,8)",1547,Product
"(12,10,8)",1548,Product
"(23,10,3)",1549,Product
"(19,22,4)",1550,Product
"(45,20,6)",1551,Product
"(5,19,8)",1552,Product
"(37,8,9)",1553,Product
"(32,12,9)",1554,Product
"(12,12,2)",1555,Product
"(16,9,1)",1556,Product
"(30,24,3)",1557,Product
"(19,16,8)",1558,Product
"(7,16,2)",1559,Product
"(10,8,7)",1560,Product
"(5,17,3)",1561,Product
"(42,4,7)",1562,Product
"(1,9,1)",1563,Product
"(17,18,7)",1564,Product
"(43,8,9)",1565,Product
"(41,21,3)",1566,Product
"(23,5,7)",1567,Product
"(38,13,9)",1568,Product
"(24,6,3)",1569,Product
"(14,24,9)",1570,Product
"(53,1,5)",1571,Product
"(42,21,10)",1572,Product
"(47,4,6)",1573,Product
"(11,6,8)",1574,Product
"(3,9,2)",1575,Product
"(37,5,5)",1576,Product
"(13,9,6)",1577,Product
"(40,12,4)",1578,Product
"(3,11,8)",1579,Product
"(27,9,1)",1580,Product
"(29,2,10)",1581,Product
"(34,15,9)",1582,Product
"(7,21,9)",1583,Product
"(51,17,7)",1584,Product
"(17,12,7)",1585,Product
"(40,4,7)",1586,Product
"(8,9,3)",1587,Product
"(37,4,6)",1588,Product
"(27,1,10)",1589,Product
"(5,20,8)",1590,Product
"(10,20,1)",1591,Product
"(39,8,8)",1592,Product
"(34,13,7)",1593,Product
"(52,13,6)",1594,Product
"(32,5,10)",1595,Product
"(16,7,7)",1596,Product
"(41,1,7)",1597,Product
"(23,8,9)",1598,Product
"(23,18,8)",1599,Product
"(53,16,5)",1600,Product
"(28,9,8)",1601,Product
"(50,12,1)",1602,Product
"(15,13,7)",1603,Product
"(49,5,1)",1604,Product
"(35,6,3)",1605,Product
"(31,8,2)",1606,Product
"(16,17,6)",1607,Product
"(2,9,7)",1608,Product
"(45,13,2)",1609,Product
"(4,24,8)",1610,Product
"(12,8,5)",1611,Product
"(16,4,5)",1612,Product
"(35,8,6)",1613,Product
"(34,23,9)",1614,Product
"(56,18,3)",1615,Product
"(51,17,3)",1616,Product
"(56,8,3)",1617,Product
"(55,2,8)",1618,Product
"(31,1,5)",1619,Product
"(32,19,1)",1620,Product
"(49,13,1)",1621,Product
"(51,4,2)",1622,Product
"(49,13,10)",1623,Product
"(29,17,3)",1624,Product
"(17,12,8)",1625,Product
"(21,14,10)",1626,Product
"(27,18,10)",1627,Product
"(37,19,10)",1628,Product
"(42,10,3)",1629,Product
"(28,24,2)",1630,Product
"(27,4,7)",1631,Product
"(45,10,8)",1632,Product
"(6,24,10)",1633,Product
"(40,23,2)",1634,Product
"(22,1,5)",1635,Product
"(5,8,4)",1636,Product
"(31,4,7)",1637,Product
"(3,8,5)",1638,Product
"(23,20,6)",1639,Product
"(27,16,7)",1640,Product
"(32,8,5)",1641,Product
"(15,9,8)",1642,Product
"(12,13,9)",1643,Product
"(19,12,4)",1644,Product
"(4,4,9)",1645,Product
"(9,8,8)",1646,Product
"(30,17,8)",1647,Product
"(44,10,9)",1648,Product
"(40,4,8)",1649,Product
"(49,7,3)",1650,Product
"(27,21,9)",1651,Product
"(3,13,4)",1652,Product
"(8,13,1)",1653,Product
"(51,12,5)",1654,Product
"(10,13,10)",1655,Product
"(45,13,4)",1656,Product
"(27,1,3)",1657,Product
"(14,5,2)",1658,Product
"(26,17,1)",1659,Product
"(24,1,3)",1660,Product
"(45,5,1)",1661,Product
"(26,21,10)",1662,Product
"(54,21,10)",1663,Product
"(22,4,8)",1664,Product
"(42,17,8)",1665,Product
"(41,2,7)",1666,Product
"(2,12,4)",1667,Product
"(53,13,10)",1668,Product
"(41,24,4)",1669,Product
"(15,16,7)",1670,Product
"(10,2,2)",1671,Product
"(25,12,9)",1672,Product
"(30,16,4)",1673,Product
"(15,12,6)",1674,Product
"(23,4,2)",1675,Product
"(33,17,10)",1676,Product
"(35,7,6)",1677,Product
"(25,24,10)",1678,Product
"(13,23,8)",1679,Product
"(43,8,10)",1680,Product
"(24,3,6)",1681,Product
"(26,16,1)",1682,Product
"(10,20,6)",1683,Product
"(50,16,1)",1684,Product
"(50,1,4)",1685,Product
"(37,23,3)",1686,Product
"(37,9,2)",1687,Product
"(2,1,10)",1688,Product
"(17,8,9)",1689,Product
"(16,19,9)",1690,Product
"(48,22,9)",1691,Product
"(13,5,6)",1692,Product
"(18,12,3)",1693,Product
"(48,24,5)",1694,Product
"(40,5,8)",1695,Product
"(53,9,2)",1696,Product
"(24,8,8)",1697,Product
"(50,18,1)",1698,Product
"(53,16,9)",1699,Product
"(55,5,7)",1700,Product
"(55,2,4)",1701,Product
"(40,18,10)",1702,Product
"(50,6,7)",1703,Product
"(47,16,7)",1704,Product
"(30,20,6)",1705,Product
"(50,15,2)",1706,Product
"(32,21,2)",1707,Product
"(6,23,10)",1708,Product
"(27,1,7)",1709,Product
"(24,9,9)",1710,Product
"(31,1,10)",1711,Product
"(39,9,9)",1712,Product
"(53,24,10)",1713,Product
"(14,12,2)",1714,Product
"(2,7,5)",1715,Product
"(11,8,5)",1716,Product
"(23,8,2)",1717,Product
"(1,12,10)",1718,Product
"(53,5,1)",1719,Product
"(41,1,1)",1720,Product
"(23,9,7)",1721,Product
"(33,9,6)",1722,Product
"(28,4,1)",1723,Product
"(3,24,5)",1724,Product
"(37,7,2)",1725,Product
"(8,11,3)",1726,Product
"(43,5,1)",1727,Product
"(31,23,7)",1728,Product
"(8,21,7)",1729,Product
"(8,9,2)",1730,Product
"(7,22,6)",1731,Product
"(48,12,6)",1732,Product
"(25,13,10)",1733,Product
"(12,5,6)",1734,Product
"(19,21,4)",1735,Product
"(12,24,3)",1736,Product
"(52,22,9)",1737,Product
"(49,8,1)",1738,Product
"(47,23,5)",1739,Product
"(24,15,1)",1740,Product
"(45,16,2)",1741,Product
"(48,16,7)",1742,Product
"(37,8,7)",1743,Product
"(48,20,1)",1744,Product
"(1,21,4)",1745,Product
"(7,8,2)",1746,Product
"(40,12,7)",1747,Product
"(5,17,8)",1748,Product
"(8,8,6)",1749,Product
"(25,19,5)",1750,Product
"(52,14,10)",1751,Product
"(27,12,4)",1752,Product
"(47,12,7)",1753,Product
"(52,1,3)",1754,Product
"(23,20,5)",1755,Product
"(5,13,7)",1756,Product
"(20,12,2)",1757,Product
"(7,5,2)",1758,Product
"(39,13,8)",1759,Product
"(21,21,3)",1760,Product
"(6,12,5)",1761,Product
"(41,5,9)",1762,Product
"(17,20,3)",1763,Product
"(32,18,1)",1764,Product
"(32,9,3)",1765,Product
"(14,10,9)",1766,Product
"(15,11,3)",1767,Product
"(23,20,4)",1768,Product
"(36,11,8)",1769,Product
"(3,19,3)",1770,Product
"(45,15,10)",1771,Product
"(14,21,4)",1772,Product
"(45,7,4)",1773,Product
"(32,7,8)",1774,Product
"(4,12,4)",1775,Product
"(21,17,9)",1776,Product
"(53,14,4)",1777,Product
"(27,14,9)",1778,Product
"(8,4,8)",1779,Product
"(25,8,10)",1780,Product
"(12,13,10)",1781,Product
"(45,21,7)",1782,Product
"(20,21,4)",1783,Product
"(10,16,5)",1784,Product
"(7,16,10)",1785,Product
"(27,24,6)",1786,Product
"(28,17,3)",1787,Product
"(25,24,6)",1788,Product
"(31,2,9)",1789,Product
"(39,2,6)",1790,Product
"(54,8,8)",1791,Product
"(11,1,1)",1792,Product
"(3,7,10)",1793,Product
"(44,13,9)",1794,Product
"(56,11,10)",1795,Product
"(54,11,1)",1796,Product
"(27,3,7)",1797,Product
"(12,24,8)",1798,Product
"(32,23,1)",1799,Product
"(33,15,10)",1800,Product
"(54,4,3)",1801,Product
"(6,1,9)",1802,Product
"(53,11,9)",1803,Product
"(39,4,1)",1804,Product
"(17,24,3)",1805,Product
"(32,17,3)",1806,Product
"(38,13,4)",1807,Product
"(36,17,1)",1808,Product
"(22,16,7)",1809,Product
"(12,1,7)",1810,Product
"(54,22,8)",1811,Product
"(31,20,2)",1812,Product
"(32,7,5)",1813,Product
"(46,23,1)",1814,Product
"(20,21,6)",1815,Product
"(3,22,2)",1816,Product
"(19,21,8)",1817,Product
"(53,1,8)",1818,Product
"(13,7,1)",1819,Product
"(44,4,3)",1820,Product
"(11,16,1)",1821,Product
"(15,1,2)",1822,Product
"(21,16,8)",1823,Product
"(30,24,8)",1824,Product
"(7,17,5)",1825,Product
"(2,24,9)",1826,Product
"(55,24,3)",1827,Product
"(30,17,4)",1828,Product
"(33,17,3)",1829,Product
"(50,14,5)",1830,Product
"(10,17,10)",1831,Product
"(50,21,7)",1832,Product
"(39,5,2)",1833,Product
"(42,15,2)",1834,Product
"(34,16,6)",1835,Product
"(34,22,7)",1836,Product
"(48,1,4)",1837,Product
"(38,11,6)",1838,Product
"(3,1,2)",1839,Product
"(20,16,1)",1840,Product
"(41,20,10)",1841,Product
"(32,4,9)",1842,Product
"(9,3,4)",1843,Product
"(40,9,1)",1844,Product
"(2,4,10)",1845,Product
"(16,8,9)",1846,Product
"(16,4,2)",1847,Product
"(18,13,2)",1848,Product
"(27,24,8)",1849,Product
"(33,12,9)",1850,Product
"(47,15,8)",1851,Product
"(2,5,3)",1852,Product
"(6,8,8)",1853,Product
"(47,11,10)",1854,Product
"(44,24,10)",1855,Product
"(36,24,3)",1856,Product
"(4,8,1)",1857,Product
"(7,20,3)",1858,Product
"(19,17,8)",1859,Product
"(12,6,8)",1860,Product
"(20,6,9)",1861,Product
"(44,17,8)",1862,Product
"(27,24,5)",1863,Product
"(27,8,5)",1864,Product
"(9,11,3)",1865,Product
"(20,5,5)",1866,Product
"(24,17,9)",1867,Product
"(26,4,6)",1868,Product
"(19,8,7)",1869,Product
"(41,9,7)",1870,Product
"(17,22,3)",1871,Product
"(52,1,4)",1872,Product
"(18,5,4)",1873,Product
"(38,12,9)",1874,Product
"(53,24,4)",1875,Product
"(3,5,2)",1876,Product
"(46,3,9)",1877,Product
"(37,8,5)",1878,Product
"(39,1,5)",1879,Product
"(48,13,4)",1880,Product
"(10,24,2)",1881,Product
"(13,17,5)",1882,Product
"(31,12,8)",1883,Product
"(18,23,8)",1884,Product
"(34,8,2)",1885,Product
"(4,24,3)",1886,Product
"(2,7,9)",1887,Product
"(55,16,3)",1888,Product
"(19,24,1)",1889,Product
"(31,24,5)",1890,Product
"(36,3,5)",1891,Product
"(44,21,4)",1892,Product
"(16,21,7)",1893,Product
"(25,8,9)",1894,Product
"(19,16,10)",1895,Product
"(26,12,6)",1896,Product
"(40,16,1)",1897,Product
"(31,24,7)",1898,Product
"(55,21,7)",1899,Product
"(18,9,3)",1900,Product
"(56,21,6)",1901,Product
"(21,8,3)",1902,Product
"(5,21,9)",1903,Product
"(4,5,2)",1904,Product
"(13,21,3)",1905,Product
"(47,8,3)",1906,Product
"(5,20,7)",1907,Product
"(17,4,7)",1908,Product
"(29,24,9)",1909,Product
"(6,20,3)",1910,Product
"(9,21,5)",1911,Product
"(20,5,9)",1912,Product
"(50,3,8)",1913,Product
"(46,5,3)",1914,Product
"(25,1,4)",1915,Product
"(20,24,2)",1916,Product
"(47,16,1)",1917,Product
"(10,20,4)",1918,Product
"(10,18,10)",1919,Product
"(24,9,8)",1920,Product
"(16,20,5)",1921,Product
"(45,12,5)",1922,Product
"(31,20,3)",1923,Product
"(49,6,8)",1924,Product
"(15,21,7)",1925,Product
"(37,7,4)",1926,Product
